order_id,customer_id,order_date,amount
19322,1067,2024-08-19,26494.09
19323,2147,2025-10-20,14256.82
19324,706,2025-09-21,3777.14
19325,2359,2025-03-06,18704.38
19326,3535,2025-07-12,15589.56
19327,3813,2025-06-09,40848.17
19328,3769,2026-02-09,48392.75
19329,5979,2024-11-10,42780.44
19330,2320,2024-12-21,33362.2
19331,8164,2025-02-09,8791.56
19332,5222,2025-12-31,37449.89
19333,210,2026-03-13,47570.66
19334,4835,2025-07-07,9381.16
19335,2808,2025-03-07,26269.3
19336,3963,2025-10-28,9307.49
19337,2391,2025-06-13,48066.18
19338,5520,2024-11-26,28227.41
19339,4795,2026-01-09,6527.66
19340,2445,2025-04-23,19253.2
19341,8333,2025-04-03,19967.94
19342,8484,2025-01-13,48328.27
19343,2865,2025-04-21,47436.52
19344,4178,2025-01-20,28502.88
19345,2608,2024-11-09,20468.25
19346,3937,2024-06-10,9538.28
19347,2918,2025-01-10,17303.16
19348,2219,2025-08-12,30552.61
19349,1798,2024-08-26,29541.43
19350,9169,2025-02-16,44495.41
19351,8772,2024-07-01,30080.81
19352,2574,2026-05-16,41073.94
19353,2590,2026-03-11,29440.59
19354,3284,2026-04-22,36888.12
19355,9992,2025-06-19,39577.16
19356,1462,2025-07-06,36727.4
19357,4418,2024-07-13,12472.62
19358,714,2025-02-21,16098.75
19359,2424,2026-02-18,27687.02
19360,7221,2026-01-25,23925.22
19361,1891,2026-02-19,48629.62
19362,3568,2025-10-30,27843.3
19363,5376,2025-10-02,23253.17
19364,9871,2025-02-05,24822.07
19365,2148,2025-06-25,30584.66
19366,9110,2025-06-24,18671.23
19367,1807,2026-02-09,39071.35
19368,4052,2024-09-16,716.63
19369,8752,2025-03-06,6158.76
19370,8821,2025-04-01,12814.87
19371,3763,2025-02-08,8716.06
19372,9199,2024-10-09,26210.54
19373,8241,2026-02-04,43359.98
19374,6911,2025-04-20,12648.29
19375,6174,2025-08-18,30439.63
19376,2133,2024-11-18,12426.27
19377,6933,2025-10-05,16435.79
19378,1526,2026-03-28,30195.81
19379,329,2024-06-25,37327.18
19380,2658,2024-08-13,48804.81
19381,8780,2025-08-29,30014.58
19382,5973,2025-04-18,7822.42
19383,5369,2025-03-11,6390.13
19384,5972,2026-05-08,591.19
19385,3206,2025-04-22,320.51
19386,6834,2024-08-15,3418.28
19387,6142,2025-08-24,14944.79
19388,7533,2025-10-21,32653.34
19389,7908,2026-05-06,32945.4
19390,1599,2026-02-02,23373.88
19391,3852,2025-08-03,20004.92
19392,7583,2026-03-12,42019.78
19393,7824,2026-02-27,36246.4
19394,4608,2025-07-13,47200.36
19395,9601,2026-02-15,47833.54
19396,5508,2025-10-08,15317.49
19397,5935,2024-11-18,32637.96
19398,9204,2024-11-23,11418.76
19399,5569,2025-01-10,1784.41
19400,4660,2025-11-26,14283.79
19401,4399,2025-02-10,46795.6
19402,6243,2026-01-09,3628.78
19403,9522,2024-07-25,15095.9
19404,6612,2025-07-25,932.47
19405,6713,2026-04-11,25877.65
19406,2024,2026-05-04,28788.1
19407,6177,2024-12-07,16137.72
19408,4508,2024-07-20,45066.55
19409,3186,2024-07-07,42196.46
19410,7724,2024-12-16,23556.86
19411,196,2024-06-03,1755.28
19412,9983,2024-12-17,30683.59
19413,1107,2025-11-12,21795.46
19414,2790,2024-10-23,16428.53
19415,8731,2024-05-25,33600.95
19416,4785,2025-12-21,14926.42
19417,719,2024-10-12,37139.91
19418,7077,2024-10-12,33389.75
19419,3996,2026-02-16,34895.01
19420,306,2026-04-26,14912.89
19421,5431,2025-11-15,666.69
19422,8580,2024-09-24,31092.13
19423,8917,2025-04-11,35500.11
19424,8187,2025-05-15,7651.45
19425,2597,2025-04-08,25977.65
19426,2436,2026-01-27,11753.26
19427,8371,2025-02-08,41599.38
19428,1904,2026-02-09,1645.91
19429,9897,2025-05-15,46631.15
19430,3384,2026-03-24,49666.98
19431,4176,2025-03-30,21462.55
19432,7182,2025-06-28,47126.23
19433,4543,2024-08-28,5205.01
19434,5492,2025-02-27,47169.53
19435,8288,2024-12-01,27979.1
19436,1284,2025-10-24,31060.01
19437,248,2026-03-21,6342.61
19438,6643,2026-03-29,46890.86
19439,982,2025-06-02,47014.24
19440,4364,2026-05-11,41381.45
19441,1566,2025-04-15,27305.43
19442,2142,2026-02-12,48641.78
19443,736,2025-08-20,40841.07
19444,449,2024-07-05,32486.85
19445,7535,2025-07-29,42879.59
19446,1836,2026-02-18,20174.68
19447,4716,2026-04-17,6672.26
19448,614,2024-06-27,315.26
19449,9626,2024-12-16,23745.52
19450,6235,2026-01-23,18288.32
19451,5629,2024-09-21,31434.58
19452,877,2025-07-27,238.63
19453,9326,2026-03-30,30822.78
19454,672,2024-07-08,20511.1
19455,1631,2025-09-08,46828.72
19456,7440,2024-06-11,21587.61
19457,361,2025-08-30,16726.96
19458,7374,2026-04-06,24066.57
19459,3902,2026-02-14,37909.01
19460,798,2024-12-26,32616.71
19461,1784,2025-10-17,36653.73
19462,7052,2025-02-20,48182.86
19463,67,2024-11-09,14589.95
19464,5678,2024-08-19,42346.6
19465,2091,2025-05-28,15550.04
19466,6071,2025-11-18,39790.59
19467,5933,2026-01-27,15436.95
19468,8426,2026-03-19,12955.61
19469,9415,2025-03-30,35569.98
19470,1056,2026-04-04,15967.58
19471,6257,2026-03-16,48221.82
19472,3348,2026-02-15,32866.76
19473,9362,2026-02-22,24159.88
19474,4102,2025-01-03,30971.77
19475,7508,2024-06-24,42535.97
19476,8686,2024-07-29,4936.96
19477,3180,2025-03-15,2686.31
19478,6215,2026-02-02,24560.58
19479,1364,2025-01-23,9902.82
19480,7268,2025-09-23,8560.96
19481,1057,2024-07-22,24866.82
19482,143,2025-09-14,48537.01
19483,4832,2024-07-01,3199.28
19484,7800,2026-02-22,21010.28
19485,2265,2024-07-04,37902.71
19486,1925,2024-07-24,38113.58
19487,2482,2024-06-02,9049.0
19488,6978,2025-05-19,2344.93
19489,7897,2025-12-09,34780.99
19490,3126,2025-05-06,41682.97
19491,9134,2025-02-07,37236.12
19492,9808,2026-05-01,29233.05
19493,7051,2025-02-21,36139.45
19494,6012,2025-04-25,29580.24
19495,4151,2025-08-01,25830.26
19496,9664,2025-04-07,9749.47
19497,9251,2026-05-20,23035.13
19498,7005,2025-10-07,9574.88
19499,9199,2025-01-25,36614.94
19500,1221,2025-03-13,40537.22
19501,4662,2025-04-13,42604.03
19502,4867,2025-12-06,15594.39
19503,1798,2025-07-26,42346.77
19504,5975,2024-09-21,14401.9
19505,2872,2025-06-28,30485.79
19506,8706,2025-12-21,39008.56
19507,1618,2025-11-06,24719.78
19508,7006,2024-08-31,1381.07
19509,6072,2026-04-30,37514.64
19510,4613,2025-11-05,26773.8
19511,3758,2026-05-17,43313.47
19512,2033,2026-01-01,38745.9
19513,8897,2026-03-05,15829.14
19514,9866,2024-11-20,3377.88
19515,4954,2024-12-11,48437.16
19516,4315,2025-07-28,356.4
19517,4664,2026-02-09,41863.34
19518,9970,2025-02-16,20735.59
19519,7052,2025-10-01,3903.2
19520,5633,2024-11-29,37877.07
19521,5497,2024-09-01,3657.49
19522,893,2024-10-22,23613.73
19523,972,2026-05-06,1802.39
19524,103,2024-08-30,45954.02
19525,9300,2025-10-20,27912.42
19526,6052,2025-08-11,39084.31
19527,5146,2025-11-26,17928.27
19528,3247,2024-10-27,24217.73
19529,5855,2024-10-29,12020.72
19530,3713,2026-01-19,32904.76
19531,3418,2025-12-14,43207.51
19532,6446,2024-10-03,29695.17
19533,5418,2025-06-13,4015.0
19534,4152,2025-03-23,17648.6
19535,6518,2025-05-07,9710.02
19536,3660,2026-01-27,12864.08
19537,9112,2026-02-01,30290.43
19538,7507,2025-02-27,3761.39
19539,4553,2024-09-17,39759.81
19540,5674,2024-09-22,25493.29
19541,2158,2025-09-14,17281.23
19542,582,2025-10-29,27275.99
19543,796,2026-01-07,4044.78
19544,1884,2025-11-06,36856.64
19545,6045,2024-09-16,4862.27
19546,9002,2024-12-28,44770.36
19547,5221,2024-11-04,22649.4
19548,573,2025-02-15,13635.3
19549,1207,2024-10-05,40058.26
19550,3081,2025-07-31,19680.79
19551,2461,2026-04-04,18350.7
19552,9934,2025-05-12,30153.64
19553,4006,2025-11-29,5936.96
19554,4926,2025-11-23,19978.75
19555,2614,2025-10-19,32365.96
19556,1716,2024-12-30,41080.78
19557,5246,2026-04-14,234.37
19558,1570,2024-11-22,14324.32
19559,677,2026-05-05,29432.83
19560,2514,2026-01-06,44623.81
19561,8993,2025-02-04,40077.85
19562,9334,2024-12-28,35869.54
19563,3053,2025-03-03,16014.77
19564,2032,2025-05-26,15656.74
19565,1509,2026-05-19,27024.85
19566,9303,2025-03-09,49237.13
19567,4330,2025-09-06,49723.61
19568,913,2025-03-07,12507.36
19569,5244,2025-08-23,46163.66
19570,5323,2025-04-05,35620.98
19571,1056,2024-08-07,7565.6
19572,7631,2026-01-29,4163.6
19573,7108,2025-06-27,27027.42
19574,5671,2025-11-24,34080.53
19575,1751,2024-09-15,29469.46
19576,7576,2025-11-10,19743.45
19577,6388,2025-08-26,8099.9
19578,3013,2026-03-11,46994.6
19579,3429,2025-12-29,36596.11
19580,6464,2024-12-27,12003.52
19581,5139,2026-03-07,18650.16
19582,8549,2026-02-01,41056.31
19583,6261,2025-06-17,27778.68
19584,5256,2025-06-25,34256.19
19585,4392,2025-10-09,14007.19
19586,7548,2025-07-06,48607.88
19587,7323,2026-02-01,37212.78
19588,9810,2025-12-11,33037.57
19589,9816,2026-03-11,26755.49
19590,5225,2026-02-11,721.13
19591,9858,2026-04-25,19647.93
19592,7952,2024-07-26,7956.65
19593,9788,2025-09-05,34920.94
19594,1990,2024-08-08,4618.1
19595,8721,2025-09-15,45074.65
19596,2605,2026-01-10,14195.98
19597,2408,2026-05-16,21922.74
19598,64,2025-03-27,30055.63
19599,2813,2024-09-21,43360.89
19600,4028,2025-10-04,36146.51
19601,102,2026-05-17,17193.04
19602,3136,2025-07-15,20934.43
19603,1181,2026-01-24,10084.37
19604,5510,2024-11-03,46633.78
19605,7531,2026-04-10,30284.58
19606,2729,2025-05-11,23474.3
19607,7632,2026-05-14,13255.99
19608,8591,2024-12-13,1131.18
19609,405,2024-09-26,45403.36
19610,2874,2025-07-02,45010.14
19611,3269,2024-11-26,38128.15
19612,2695,2025-11-06,42037.54
19613,2468,2025-06-12,24420.36
19614,4316,2024-06-05,25328.9
19615,1922,2026-01-31,48251.23
19616,3960,2025-06-05,27963.62
19617,6841,2025-08-28,49620.77
19618,9733,2025-05-26,2223.75
19619,4849,2024-08-26,8492.56
19620,7624,2024-05-31,48954.49
19621,3369,2025-08-11,35810.37
19622,7873,2024-12-18,30014.31
19623,680,2026-04-30,30795.17
19624,7507,2024-10-15,27088.48
19625,748,2025-11-22,36172.0
19626,1322,2025-10-31,34668.51
19627,7928,2025-08-31,44297.72
19628,3749,2024-12-13,14179.16
19629,5863,2026-04-29,11195.66
19630,4790,2024-10-16,4684.59
19631,534,2024-06-22,34069.4
19632,1819,2024-11-04,45532.38
19633,2342,2025-11-03,40556.77
19634,6695,2025-08-22,18990.76
19635,5007,2024-11-12,4902.8
19636,4546,2024-10-22,26901.98
19637,9661,2025-11-10,27721.89
19638,7228,2025-06-28,28087.77
19639,4908,2025-08-11,17211.22
19640,7979,2026-04-08,40037.09
19641,4486,2024-11-29,12124.34
19642,1236,2026-05-17,32941.17
19643,9901,2026-04-02,5660.78
19644,7656,2025-03-07,32844.27
19645,1146,2025-04-12,1714.19
19646,7421,2026-01-05,49710.33
19647,1476,2025-07-26,39956.15
19648,2922,2024-12-10,33644.56
19649,5680,2024-12-16,8030.72
19650,7697,2026-05-14,1002.66
19651,5416,2026-03-24,11371.93
19652,4939,2025-09-16,45258.69
19653,1605,2025-07-12,33938.22
19654,5048,2025-09-14,23854.83
19655,8744,2026-04-26,47603.45
19656,8176,2025-09-09,18231.59
19657,7620,2025-10-15,13997.94
19658,6118,2026-01-26,24064.36
19659,7930,2026-04-26,34941.37
19660,1837,2026-03-22,39518.97
19661,5905,2025-06-16,43190.81
19662,6477,2025-09-19,33976.92
19663,7274,2025-04-23,33977.69
19664,9317,2025-02-10,6965.57
19665,1383,2026-04-28,32064.56
19666,9963,2025-03-06,9914.65
19667,3401,2025-04-02,22245.27
19668,8057,2025-10-14,3269.82
19669,8227,2025-05-04,19581.04
19670,2205,2026-03-13,3764.09
19671,3345,2024-06-11,30917.57
19672,3015,2025-05-02,17014.03
19673,7920,2024-11-28,12269.66
19674,9973,2026-02-26,13687.74
19675,1629,2025-07-17,43832.32
19676,6765,2026-03-19,24347.29
19677,9522,2025-07-23,19435.55
19678,5746,2026-01-17,20467.89
19679,9752,2025-11-03,43651.7
19680,8997,2026-01-27,9072.12
19681,1291,2024-12-12,16403.17
19682,7011,2025-03-15,37971.31
19683,2587,2024-06-14,18858.75
19684,6124,2025-04-02,238.52
19685,4931,2026-04-13,11681.25
19686,2551,2025-12-08,779.11
19687,956,2024-12-07,37477.11
19688,8772,2024-11-18,3776.25
19689,1998,2024-05-27,26777.57
19690,6984,2026-03-14,920.55
19691,9858,2024-10-15,18761.12
19692,7130,2026-02-09,40666.43
19693,2131,2025-04-12,45370.08
19694,7210,2025-02-17,396.29
19695,6300,2025-02-09,45351.79
19696,3741,2024-05-28,25895.14
19697,2501,2026-03-27,2516.09
19698,9835,2025-02-19,46413.51
19699,7452,2024-07-10,2686.51
19700,5308,2025-01-09,11901.55
19701,6768,2025-02-16,19871.71
19702,1498,2025-06-11,12011.43
19703,8814,2026-03-09,41478.83
19704,3145,2026-04-29,18611.13
19705,9652,2026-05-21,6550.36
19706,8026,2024-09-26,26592.0
19707,293,2025-06-01,32089.45
19708,8847,2026-01-25,32384.27
19709,2805,2026-03-27,21503.85
19710,7605,2025-05-04,41887.24
19711,7140,2025-04-04,31229.83
19712,7829,2024-12-09,29429.64
19713,6204,2025-10-28,646.35
19714,1622,2025-07-09,10896.14
19715,7872,2025-10-07,2285.71
19716,4015,2026-04-19,6001.45
19717,3506,2026-02-20,8328.95
19718,8711,2024-08-11,40294.16
19719,2686,2024-09-16,11939.15
19720,28,2024-07-15,1537.74
19721,266,2025-06-24,18305.34
19722,9499,2024-08-14,1262.94
19723,7106,2024-07-15,13188.39
19724,6907,2025-08-01,7988.17
19725,5076,2024-09-04,10081.55
19726,5820,2026-01-24,47143.61
19727,811,2025-03-25,37873.11
19728,4677,2024-11-07,28464.34
19729,3391,2025-05-31,34836.08
19730,611,2025-04-11,18396.74
19731,4547,2024-08-23,42887.66
19732,5028,2025-10-22,28766.46
19733,5725,2024-08-06,41236.55
19734,203,2025-10-12,48461.87
19735,402,2024-09-28,2178.84
19736,2028,2024-06-18,31201.72
19737,9082,2025-03-02,26718.96
19738,179,2025-08-29,2245.6
19739,5818,2026-01-31,43165.71
19740,1980,2024-09-14,23227.08
19741,7186,2026-03-04,45869.85
19742,3985,2024-09-16,47381.37
19743,5666,2025-10-04,46728.79
19744,5022,2025-01-27,33113.15
19745,5523,2024-10-03,12963.7
19746,5513,2025-10-23,13740.38
19747,2984,2024-12-23,31545.21
19748,8543,2025-09-15,47595.78
19749,4283,2025-12-29,2287.85
19750,5529,2024-11-17,14362.92
19751,7989,2024-08-26,27886.16
19752,7276,2024-06-23,30288.25
19753,2788,2025-08-30,34704.94
19754,4627,2026-02-22,46293.87
19755,6562,2024-06-19,11333.94
19756,6353,2025-06-17,4619.09
19757,4809,2024-10-31,27916.15
19758,8630,2024-09-05,31568.02
19759,5889,2024-10-20,6126.7
19760,5738,2024-12-20,27446.4
19761,2359,2024-06-10,19525.55
19762,8575,2025-05-26,31499.6
19763,5391,2024-08-10,26516.69
19764,4217,2026-03-21,14241.34
19765,407,2024-11-17,41964.49
19766,4341,2026-01-27,14221.21
19767,66,2025-11-07,16575.55
19768,228,2024-09-20,49019.51
19769,2185,2024-11-20,7929.32
19770,6801,2025-10-10,8476.91
19771,9705,2024-07-08,39730.68
19772,7752,2024-06-26,18612.63
19773,9122,2024-12-28,6255.06
19774,5824,2025-02-27,30864.9
19775,1181,2025-04-01,2711.41
19776,9232,2026-04-12,35000.63
19777,1102,2024-11-01,19056.32
19778,2100,2025-05-15,11813.21
19779,514,2026-03-22,40599.72
19780,1833,2024-12-15,5217.19
19781,7138,2025-01-09,21057.95
19782,5808,2025-10-11,7063.03
19783,3117,2024-12-03,27133.86
19784,5851,2026-03-27,1621.12
19785,7599,2025-12-21,623.2
19786,4344,2025-04-09,22500.6
19787,4629,2025-03-08,32053.31
19788,6185,2026-02-24,37912.69
19789,8982,2024-07-15,45099.7
19790,1301,2024-08-24,20364.64
19791,1948,2024-12-29,6640.98
19792,2243,2025-01-14,17730.64
19793,9287,2025-03-04,49715.83
19794,1359,2025-10-08,18362.03
19795,3657,2025-04-07,18321.78
19796,308,2025-09-09,3643.21
19797,1451,2025-05-13,47749.15
19798,7367,2025-04-20,34076.67
19799,2124,2025-08-01,3485.79
19800,4883,2026-05-17,11596.93
19801,2843,2025-09-26,36319.2
19802,1665,2025-08-29,47561.27
19803,6374,2025-06-29,21215.71
19804,3949,2025-03-29,40467.27
19805,9587,2024-06-18,15870.07
19806,4073,2024-07-09,2793.03
19807,3635,2025-09-05,26375.31
19808,215,2025-10-16,28646.87
19809,3073,2024-11-02,18733.64
19810,4473,2025-05-19,9044.21
19811,2460,2024-10-11,15180.88
19812,3707,2025-01-28,10538.52
19813,1207,2025-10-04,29577.46
19814,8602,2024-10-21,15448.78
19815,3470,2025-02-14,28401.66
19816,8408,2025-08-01,2925.06
19817,4848,2024-07-06,18831.27
19818,349,2024-08-20,13284.3
19819,3652,2024-10-21,37292.34
19820,2879,2025-01-23,10768.33
19821,4750,2025-07-29,34032.47
19822,3995,2024-06-25,16061.71
19823,3,2024-10-04,46954.56
19824,1118,2026-05-12,45903.25
19825,9275,2025-02-10,29217.88
19826,6884,2024-12-05,16033.96
19827,1518,2025-05-16,23065.73
19828,4847,2024-09-09,28676.21
19829,3580,2025-02-12,36793.45
19830,2380,2026-05-06,37947.72
19831,9205,2025-11-26,46627.05
19832,4265,2025-09-11,31897.53
19833,2824,2024-05-26,26622.7
19834,849,2025-11-08,21792.89
19835,9897,2026-05-03,37205.36
19836,5037,2025-02-28,15087.18
19837,206,2026-05-15,35953.39
19838,521,2024-11-21,29078.75
19839,3577,2025-02-26,21541.29
19840,5114,2025-04-13,19478.33
19841,6259,2025-09-22,6240.46
19842,6808,2025-12-31,11829.07
19843,2135,2025-07-28,44067.23
19844,4839,2024-08-20,35702.81
19845,2476,2026-01-26,24795.32
19846,5818,2026-01-01,31397.34
19847,4546,2024-08-03,28022.35
19848,7794,2024-11-29,19859.8
19849,786,2025-02-07,47746.79
19850,8144,2025-09-12,18775.34
19851,7709,2025-12-13,23488.5
19852,4098,2025-06-20,38622.64
19853,5198,2024-07-18,48531.4
19854,2158,2025-03-11,49691.63
19855,8871,2026-01-20,34733.84
19856,3529,2025-10-11,42393.49
19857,3560,2025-05-20,40084.31
19858,8135,2025-04-04,4526.24
19859,8563,2024-09-16,13341.42
19860,2938,2026-02-20,42791.38
19861,8173,2025-03-05,40304.96
19862,8139,2024-06-03,5103.05
19863,5142,2025-10-21,9361.87
19864,722,2025-11-17,1374.12
19865,924,2025-11-08,18058.05
19866,5392,2025-07-11,24494.56
19867,7658,2026-01-20,10928.99
19868,836,2024-09-06,42530.41
19869,2494,2025-08-04,7268.46
19870,2980,2024-12-16,35352.76
19871,2425,2025-10-18,34960.29
19872,4522,2025-06-27,10713.8
19873,2377,2025-04-23,34162.36
19874,454,2025-05-04,10595.63
19875,3460,2026-02-09,49914.75
19876,3548,2026-01-19,20303.14
19877,1149,2026-04-21,13027.91
19878,523,2025-03-31,9383.56
19879,4578,2026-05-18,28077.48
19880,122,2024-07-26,6755.23
19881,3619,2025-09-20,12079.65
19882,6631,2026-03-26,8276.89
19883,3723,2024-10-09,19799.68
19884,3084,2024-08-31,40214.33
19885,5931,2025-11-13,48211.12
19886,6724,2025-05-29,18865.5
19887,4814,2024-12-26,42987.36
19888,3308,2024-06-10,32671.77
19889,3643,2026-05-13,12988.54
19890,2818,2024-10-28,22020.87
19891,7422,2024-10-02,45930.46
19892,7048,2026-04-04,31135.28
19893,9677,2025-06-06,35484.52
19894,8469,2024-11-02,11269.34
19895,5589,2025-07-02,26792.38
19896,7388,2025-05-29,16973.57
19897,9441,2025-03-27,7120.5
19898,9317,2026-01-06,6919.37
19899,9850,2025-03-20,34331.92
19900,9946,2024-12-19,1182.39
19901,3403,2025-08-16,4786.64
19902,4333,2024-11-14,34468.12
19903,8944,2025-09-20,106.64
19904,165,2026-02-06,21221.66
19905,6990,2026-03-29,9526.05
19906,9885,2024-11-21,38081.15
19907,1957,2025-11-15,8841.84
19908,3861,2024-05-31,14017.12
19909,2776,2025-09-06,7001.18
19910,1769,2025-08-27,48080.22
19911,6227,2025-08-31,24782.74
19912,6622,2026-04-30,3623.05
19913,783,2024-07-15,29590.38
19914,7821,2024-09-04,7552.6
19915,9147,2025-09-25,30444.58
19916,9852,2025-09-16,40004.8
19917,141,2024-06-11,24215.24
19918,720,2024-06-30,41011.93
19919,1651,2026-02-04,43114.68
19920,7886,2024-07-19,16479.96
19921,3574,2025-11-03,13509.58
19922,1016,2024-06-17,17170.62
19923,4384,2025-12-04,44845.29
19924,8535,2025-10-14,2973.19
19925,6293,2025-04-28,46306.45
19926,6354,2026-01-10,16248.01
19927,9168,2026-05-08,28462.86
19928,3121,2025-12-14,30506.66
19929,1824,2026-02-02,3565.06
19930,4427,2026-04-09,27600.6
19931,11,2026-05-16,11134.75
19932,4605,2025-12-11,1569.78
19933,9661,2025-02-16,35859.39
19934,9306,2024-08-14,19728.05
19935,8814,2025-04-07,14288.87
19936,901,2025-11-26,12368.16
19937,3748,2026-04-13,33704.39
19938,1472,2025-04-12,9296.82
19939,6862,2025-09-05,37942.57
19940,3104,2024-06-24,49645.47
19941,8519,2024-08-19,36262.85
19942,74,2024-12-12,7612.34
19943,251,2025-06-05,6501.22
19944,2498,2025-11-13,22525.08
19945,4629,2025-04-20,23396.42
19946,8488,2025-08-04,10267.23
19947,298,2025-02-20,3864.07
19948,8494,2026-02-26,44346.47
19949,8777,2025-04-07,25360.98
19950,6518,2025-09-08,48008.52
19951,1635,2024-11-26,47751.59
19952,5006,2024-10-05,20150.27
19953,6030,2025-04-25,15007.01
19954,8245,2025-07-29,23959.31
19955,5616,2026-03-27,46283.1
19956,2845,2024-07-03,22203.2
19957,5624,2026-04-19,10446.04
19958,4591,2025-05-03,18139.16
19959,4949,2025-06-13,11978.21
19960,5191,2025-01-19,39898.77
19961,7885,2025-12-08,16819.4
19962,6333,2026-03-24,15728.28
19963,663,2025-03-16,31232.86
19964,8200,2024-06-30,39827.83
19965,6476,2025-01-23,6850.08
19966,3088,2024-10-23,14454.43
19967,4762,2026-03-07,36423.51
19968,669,2026-01-08,1975.92
19969,9478,2025-11-25,23698.55
19970,3621,2026-05-05,35432.17
19971,161,2024-06-23,36423.44
19972,6461,2024-08-31,6700.59
19973,18,2025-09-08,24853.34
19974,2534,2026-02-24,1023.28
19975,6511,2026-04-28,32435.39
19976,4447,2026-04-05,21773.01
19977,5555,2024-07-13,39096.91
19978,2919,2025-12-04,18404.51
19979,9246,2025-08-09,8433.52
19980,316,2026-02-17,22726.81
19981,4833,2024-11-02,6972.23
19982,2212,2025-06-01,28501.82
19983,7070,2025-07-12,220.78
19984,8512,2025-01-23,46304.73
19985,5134,2025-12-28,41537.28
19986,6423,2026-01-25,788.29
19987,4528,2025-04-12,2096.49
19988,2716,2025-03-07,35358.77
19989,8826,2026-05-09,9626.42
19990,9898,2024-07-29,25467.0
19991,6666,2024-09-03,49107.38
19992,7108,2026-02-14,31751.21
19993,5133,2024-07-12,39713.63
19994,8865,2025-07-04,47197.45
19995,8663,2025-09-05,44163.61
19996,6783,2026-02-03,39793.63
19997,2608,2024-08-21,47298.63
19998,3333,2025-01-26,36473.53
19999,4698,2026-03-27,14207.95
20000,9575,2025-10-21,22446.05
20001,6746,2025-10-26,15821.56
20002,5635,2024-07-09,24336.49
20003,6261,2025-10-22,29351.28
20004,1186,2025-09-04,5313.91
20005,6996,2024-11-19,46273.04
20006,6110,2024-06-13,49048.92
20007,6442,2026-05-07,34979.24
20008,916,2025-04-14,28579.57
20009,7465,2025-07-12,24271.82
20010,1618,2025-11-12,28758.34
20011,9876,2024-11-07,27130.0
20012,2426,2024-08-26,13962.04
20013,426,2025-02-12,49863.07
20014,1788,2025-07-17,39500.71
20015,2585,2025-06-01,12958.6
20016,4649,2025-07-27,45703.35
20017,169,2026-04-28,25353.7
20018,515,2025-06-27,1815.65
20019,3436,2024-10-18,37030.63
20020,4526,2025-12-25,44448.33
20021,2617,2025-07-04,40711.99
20022,8883,2025-08-31,808.88
20023,3205,2025-08-24,14176.57
20024,7766,2025-06-10,35139.79
20025,8545,2026-02-14,33125.76
20026,1118,2026-01-27,7231.83
20027,1406,2024-10-17,20905.6
20028,5415,2025-11-13,43632.43
20029,6342,2024-08-25,14900.28
20030,4175,2025-03-29,6465.19
20031,678,2025-08-09,37290.55
20032,8743,2025-10-31,48770.45
20033,9012,2024-09-24,12937.27
20034,214,2026-05-12,19112.2
20035,1667,2025-12-07,6625.04
20036,9086,2025-12-13,7931.73
20037,4255,2025-09-20,27447.83
20038,2787,2026-05-14,35224.05
20039,8214,2026-05-07,44037.95
20040,5861,2024-09-15,40298.52
20041,1262,2026-01-14,3824.03
20042,1173,2025-12-27,43364.49
20043,4881,2025-05-04,5306.04
20044,2055,2025-11-19,30834.3
20045,2816,2026-04-29,28163.01
20046,4675,2025-05-08,17037.77
20047,5197,2026-03-20,12648.74
20048,4585,2024-07-07,303.78
20049,5022,2024-10-24,3754.39
20050,6231,2025-10-05,34284.29
20051,9980,2026-04-10,21903.18
20052,2632,2024-10-05,34980.69
20053,6346,2025-11-01,45968.39
20054,8097,2025-02-03,8251.12
20055,6301,2026-01-05,45489.99
20056,7349,2025-10-06,40849.36
20057,5845,2026-03-19,48611.24
20058,2177,2025-10-27,35189.63
20059,5363,2024-08-14,15278.87
20060,8098,2025-03-14,24935.61
20061,5600,2025-11-23,8713.99
20062,9069,2026-01-22,44486.24
20063,4259,2024-10-24,31885.05
20064,9147,2026-03-10,17116.3
20065,4120,2025-06-16,35785.11
20066,6641,2025-04-09,37351.51
20067,4289,2025-03-16,34834.56
20068,878,2025-10-31,3304.28
20069,4486,2024-10-17,25718.25
20070,2545,2025-06-20,25109.23
20071,5060,2025-07-03,7153.06
20072,7165,2025-10-31,48263.03
20073,2601,2025-03-04,10330.97
20074,3529,2025-03-01,26340.39
20075,2409,2026-03-29,27347.21
20076,4861,2025-04-24,24205.64
20077,3949,2025-05-28,16558.41
20078,9431,2025-09-21,27378.11
20079,2335,2024-11-17,42406.22
20080,768,2025-05-04,3462.89
20081,4884,2024-07-30,26155.61
20082,4207,2026-04-04,19282.54
20083,5949,2024-10-17,3944.05
20084,7086,2025-09-26,36591.24
20085,745,2024-06-14,34925.6
20086,4175,2025-03-16,12845.35
20087,9710,2025-02-08,32157.45
20088,7199,2026-02-20,20100.62
20089,2557,2024-07-19,23430.18
20090,5067,2026-04-21,48979.14
20091,7798,2025-03-30,30012.97
20092,4162,2025-07-29,48626.08
20093,9587,2025-03-12,48430.04
20094,287,2024-05-22,19631.61
20095,3248,2025-01-08,37676.61
20096,5100,2025-11-03,16295.91
20097,4,2024-10-20,21476.23
20098,5936,2025-11-01,22246.76
20099,412,2026-05-21,13540.04
20100,4346,2024-08-05,38774.71
20101,3728,2025-03-19,19402.35
20102,1357,2026-02-07,44191.34
20103,8350,2025-05-26,27124.67
